model,method,bench,case,category,measure,phase,value
llama3-8b,grace,genie,composer_1205,efficacy,success,post,1.0
llama3-8b,grace,genie,composer_1205,efficacy,success,pre,0.0
llama3-8b,grace,genie,composer_1205,hop_1,acc,post,0.5
llama3-8b,grace,genie,composer_1205,hop_1,acc,pre,0.5
llama3-8b,grace,genie,composer_1205,hop_1,diff,post,0.011415163332166772
llama3-8b,grace,genie,composer_1205,hop_1,diff,pre,0.011415163332166772
llama3-8b,grace,genie,composer_1205,hop_1,success,post,1.0
llama3-8b,grace,genie,composer_1205,hop_1,success,pre,1.0
llama3-8b,grace,genie,composer_1205,paraphrase_1,acc,post,0.3333333333333333
llama3-8b,grace,genie,composer_1205,paraphrase_1,acc,pre,0.3333333333333333
llama3-8b,grace,genie,composer_1205,paraphrase_1,diff,post,-0.46667687862314583
llama3-8b,grace,genie,composer_1205,paraphrase_1,diff,pre,-0.46667687862314583
llama3-8b,grace,genie,composer_1205,paraphrase_1,success,post,0.0
llama3-8b,grace,genie,composer_1205,paraphrase_1,success,pre,0.0
llama3-8b,grace,genie,composer_1205,paraphrase_2,acc,post,0.3333333333333333
llama3-8b,grace,genie,composer_1205,paraphrase_2,acc,pre,0.3333333333333333
llama3-8b,grace,genie,composer_1205,paraphrase_2,diff,post,-0.7086639208337638
llama3-8b,grace,genie,composer_1205,paraphrase_2,diff,pre,-0.7086639208337638
llama3-8b,grace,genie,composer_1205,paraphrase_2,success,post,0.0
llama3-8b,grace,genie,composer_1205,paraphrase_2,success,pre,0.0
llama3-8b,grace,genie,composer_1205,paraphrase_3,acc,post,0.3333333333333333
llama3-8b,grace,genie,composer_1205,paraphrase_3,acc,pre,0.3333333333333333
llama3-8b,grace,genie,composer_1205,paraphrase_3,diff,post,-0.5632753956658705
llama3-8b,grace,genie,composer_1205,paraphrase_3,diff,pre,-0.5632753956658705
llama3-8b,grace,genie,composer_1205,paraphrase_3,success,post,0.0
llama3-8b,grace,genie,composer_1205,paraphrase_3,success,pre,0.0
llama3-8b,grace,genie,composer_1416,abstract_1,acc,post,0.7777777777777778
llama3-8b,grace,genie,composer_1416,abstract_1,acc,pre,0.7777777777777778
llama3-8b,grace,genie,composer_1416,abstract_1,diff,post,-0.2350033947468534
llama3-8b,grace,genie,composer_1416,abstract_1,diff,pre,-0.2350033947468534
llama3-8b,grace,genie,composer_1416,abstract_1,success,post,0.0
llama3-8b,grace,genie,composer_1416,abstract_1,success,pre,0.0
llama3-8b,grace,genie,composer_1416,abstract_2,hit,post,0.0
llama3-8b,grace,genie,composer_1416,abstract_2,hit,pre,0.0
llama3-8b,grace,genie,composer_1416,abstract_3,hit,post,0.0
llama3-8b,grace,genie,composer_1416,abstract_3,hit,pre,0.0
llama3-8b,grace,genie,composer_1416,efficacy,acc,post,1.0
llama3-8b,grace,genie,composer_1416,efficacy,acc,pre,0.6666666666666666
llama3-8b,grace,genie,composer_1416,efficacy,diff,post,0.9966385562249968
llama3-8b,grace,genie,composer_1416,efficacy,diff,pre,-0.015927366893838266
llama3-8b,grace,genie,composer_1416,efficacy,success,post,1.0
llama3-8b,grace,genie,composer_1416,efficacy,success,pre,0.0
llama3-8b,grace,genie,composer_1416,paraphrase_1,acc,post,0.6666666666666666
llama3-8b,grace,genie,composer_1416,paraphrase_1,acc,pre,0.6666666666666666
llama3-8b,grace,genie,composer_1416,paraphrase_1,diff,post,0.005546199085778844
llama3-8b,grace,genie,composer_1416,paraphrase_1,diff,pre,0.005546199085778844
llama3-8b,grace,genie,composer_1416,paraphrase_1,success,post,1.0
llama3-8b,grace,genie,composer_1416,paraphrase_1,success,pre,1.0
llama3-8b,grace,genie,composer_1416,paraphrase_2,acc,post,0.6666666666666666
llama3-8b,grace,genie,composer_1416,paraphrase_2,acc,pre,0.6666666666666666
llama3-8b,grace,genie,composer_1416,paraphrase_2,diff,post,-0.12443872471830253
llama3-8b,grace,genie,composer_1416,paraphrase_2,diff,pre,-0.12443872471830253
llama3-8b,grace,genie,composer_1416,paraphrase_2,success,post,0.0
llama3-8b,grace,genie,composer_1416,paraphrase_2,success,pre,0.0
llama3-8b,grace,genie,composer_1416,paraphrase_3,acc,post,0.6666666666666666
llama3-8b,grace,genie,composer_1416,paraphrase_3,acc,pre,0.6666666666666666
llama3-8b,grace,genie,composer_1416,paraphrase_3,diff,post,0.012836720705492771
llama3-8b,grace,genie,composer_1416,paraphrase_3,diff,pre,0.012836720705492771
llama3-8b,grace,genie,composer_1416,paraphrase_3,success,post,1.0
llama3-8b,grace,genie,composer_1416,paraphrase_3,success,pre,1.0
llama3-8b,grace,genie,composer_1430,abstract_1,acc,post,0.5714285714285714
llama3-8b,grace,genie,composer_1430,abstract_1,acc,pre,0.5714285714285714
llama3-8b,grace,genie,composer_1430,abstract_1,diff,post,-0.025398428730280642
llama3-8b,grace,genie,composer_1430,abstract_1,diff,pre,-0.025398428730280642
llama3-8b,grace,genie,composer_1430,abstract_1,success,post,0.0
llama3-8b,grace,genie,composer_1430,abstract_1,success,pre,0.0
llama3-8b,grace,genie,composer_1430,abstract_2,hit,post,0.0
llama3-8b,grace,genie,composer_1430,abstract_2,hit,pre,0.0
llama3-8b,grace,genie,composer_1430,abstract_3,hit,post,0.0
llama3-8b,grace,genie,composer_1430,abstract_3,hit,pre,0.0
llama3-8b,grace,genie,composer_1430,efficacy,acc,post,1.0
llama3-8b,grace,genie,composer_1430,efficacy,acc,pre,0.75
llama3-8b,grace,genie,composer_1430,efficacy,diff,post,0.9944837213958068
llama3-8b,grace,genie,composer_1430,efficacy,diff,pre,0.11710110953385733
llama3-8b,grace,genie,composer_1430,efficacy,success,post,1.0
llama3-8b,grace,genie,composer_1430,efficacy,success,pre,1.0
llama3-8b,grace,genie,composer_1430,hop_1,acc,post,0.6666666666666666
llama3-8b,grace,genie,composer_1430,hop_1,acc,pre,0.6666666666666666
llama3-8b,grace,genie,composer_1430,hop_1,diff,post,0.03884196769504074
llama3-8b,grace,genie,composer_1430,hop_1,diff,pre,0.03884196769504074
llama3-8b,grace,genie,composer_1430,hop_1,success,post,1.0
llama3-8b,grace,genie,composer_1430,hop_1,success,pre,1.0
llama3-8b,grace,genie,composer_1430,paraphrase_1,acc,post,0.5
llama3-8b,grace,genie,composer_1430,paraphrase_1,acc,pre,0.5
llama3-8b,grace,genie,composer_1430,paraphrase_1,diff,post,-0.5286349234499931
llama3-8b,grace,genie,composer_1430,paraphrase_1,diff,pre,-0.5286349234499931
llama3-8b,grace,genie,composer_1430,paraphrase_1,success,post,0.0
llama3-8b,grace,genie,composer_1430,paraphrase_1,success,pre,0.0
llama3-8b,grace,genie,composer_1430,paraphrase_2,acc,post,0.5
llama3-8b,grace,genie,composer_1430,paraphrase_2,acc,pre,0.5
llama3-8b,grace,genie,composer_1430,paraphrase_2,diff,post,-0.5323430632571217
llama3-8b,grace,genie,composer_1430,paraphrase_2,diff,pre,-0.5323430632571217
llama3-8b,grace,genie,composer_1430,paraphrase_2,success,post,0.0
llama3-8b,grace,genie,composer_1430,paraphrase_2,success,pre,0.0
llama3-8b,grace,genie,composer_1430,paraphrase_3,acc,post,0.5
llama3-8b,grace,genie,composer_1430,paraphrase_3,acc,pre,0.5
llama3-8b,grace,genie,composer_1430,paraphrase_3,diff,post,-0.6579128878464083
llama3-8b,grace,genie,composer_1430,paraphrase_3,diff,pre,-0.6579128878464083
llama3-8b,grace,genie,composer_1430,paraphrase_3,success,post,0.0
llama3-8b,grace,genie,composer_1430,paraphrase_3,success,pre,0.0
llama3-8b,grace,genie,composer_1433,abstract_2,hit,post,0.0
llama3-8b,grace,genie,composer_1433,abstract_2,hit,pre,0.0
llama3-8b,grace,genie,composer_1433,abstract_3,hit,post,0.0
llama3-8b,grace,genie,composer_1433,abstract_3,hit,pre,0.0
llama3-8b,grace,genie,composer_1433,efficacy,acc,post,1.0
llama3-8b,grace,genie,composer_1433,efficacy,acc,pre,0.5
llama3-8b,grace,genie,composer_1433,efficacy,diff,post,0.9740519216972642
llama3-8b,grace,genie,composer_1433,efficacy,diff,pre,-0.42293375789612225
llama3-8b,grace,genie,composer_1433,efficacy,success,post,1.0
llama3-8b,grace,genie,composer_1433,efficacy,success,pre,0.0
llama3-8b,grace,genie,composer_1433,hop_1,acc,post,0.0
llama3-8b,grace,genie,composer_1433,hop_1,acc,pre,0.0
llama3-8b,grace,genie,composer_1433,hop_1,diff,post,0.00842171372427331
llama3-8b,grace,genie,composer_1433,hop_1,diff,pre,0.00842171372427331
llama3-8b,grace,genie,composer_1433,hop_1,success,post,1.0
llama3-8b,grace,genie,composer_1433,hop_1,success,pre,1.0
llama3-8b,grace,genie,composer_1433,paraphrase_1,acc,post,0.25
llama3-8b,grace,genie,composer_1433,paraphrase_1,acc,pre,0.25
llama3-8b,grace,genie,composer_1433,paraphrase_1,diff,post,-0.8250071872868726
llama3-8b,grace,genie,composer_1433,paraphrase_1,diff,pre,-0.8250071872868726
llama3-8b,grace,genie,composer_1433,paraphrase_1,success,post,0.0
llama3-8b,grace,genie,composer_1433,paraphrase_1,success,pre,0.0
llama3-8b,grace,genie,composer_1433,paraphrase_2,acc,post,0.25
llama3-8b,grace,genie,composer_1433,paraphrase_2,acc,pre,0.25
llama3-8b,grace,genie,composer_1433,paraphrase_2,diff,post,-0.8165316337501652
llama3-8b,grace,genie,composer_1433,paraphrase_2,diff,pre,-0.8165316337501652
llama3-8b,grace,genie,composer_1433,paraphrase_2,success,post,0.0
llama3-8b,grace,genie,composer_1433,paraphrase_2,success,pre,0.0
llama3-8b,grace,genie,composer_1433,paraphrase_3,acc,post,0.25
llama3-8b,grace,genie,composer_1433,paraphrase_3,acc,pre,0.25
llama3-8b,grace,genie,composer_1433,paraphrase_3,diff,post,-0.7702219832100572
llama3-8b,grace,genie,composer_1433,paraphrase_3,diff,pre,-0.7702219832100572
llama3-8b,grace,genie,composer_1433,paraphrase_3,success,post,0.0
llama3-8b,grace,genie,composer_1433,paraphrase_3,success,pre,0.0
llama3-8b,grace,genie,composer_1490,abstract_1,acc,post,0.6666666666666666
llama3-8b,grace,genie,composer_1490,abstract_1,acc,pre,0.6666666666666666
llama3-8b,grace,genie,composer_1490,abstract_1,diff,post,-0.014615275685384566
llama3-8b,grace,genie,composer_1490,abstract_1,diff,pre,-0.014615275685384566
llama3-8b,grace,genie,composer_1490,abstract_1,success,post,0.0
llama3-8b,grace,genie,composer_1490,abstract_1,success,pre,0.0
llama3-8b,grace,genie,composer_1490,abstract_2,hit,post,0.0
llama3-8b,grace,genie,composer_1490,abstract_2,hit,pre,0.0
llama3-8b,grace,genie,composer_1490,abstract_3,hit,post,0.0
llama3-8b,grace,genie,composer_1490,abstract_3,hit,pre,0.0
llama3-8b,grace,genie,composer_1490,efficacy,acc,post,1.0
llama3-8b,grace,genie,composer_1490,efficacy,acc,pre,0.6
llama3-8b,grace,genie,composer_1490,efficacy,diff,post,0.9945025432201737
llama3-8b,grace,genie,composer_1490,efficacy,diff,pre,0.030330539009953732
llama3-8b,grace,genie,composer_1490,efficacy,success,post,1.0
llama3-8b,grace,genie,composer_1490,efficacy,success,pre,1.0
llama3-8b,grace,genie,composer_1490,hop_1,acc,post,0.0
llama3-8b,grace,genie,composer_1490,hop_1,acc,pre,0.0
llama3-8b,grace,genie,composer_1490,hop_1,diff,post,-8.386296729202949e-05
llama3-8b,grace,genie,composer_1490,hop_1,diff,pre,-8.386296729202949e-05
llama3-8b,grace,genie,composer_1490,hop_1,success,post,0.0
llama3-8b,grace,genie,composer_1490,hop_1,success,pre,0.0
llama3-8b,grace,genie,composer_1490,paraphrase_1,acc,post,0.8
llama3-8b,grace,genie,composer_1490,paraphrase_1,acc,pre,0.8
llama3-8b,grace,genie,composer_1490,paraphrase_1,diff,post,0.1461203111739836
llama3-8b,grace,genie,composer_1490,paraphrase_1,diff,pre,0.1461203111739836
llama3-8b,grace,genie,composer_1490,paraphrase_1,success,post,1.0
llama3-8b,grace,genie,composer_1490,paraphrase_1,success,pre,1.0
llama3-8b,grace,genie,composer_1490,paraphrase_2,acc,post,0.8
llama3-8b,grace,genie,composer_1490,paraphrase_2,acc,pre,0.8
llama3-8b,grace,genie,composer_1490,paraphrase_2,diff,post,0.09453652592494502
llama3-8b,grace,genie,composer_1490,paraphrase_2,diff,pre,0.09453652592494502
llama3-8b,grace,genie,composer_1490,paraphrase_2,success,post,1.0
llama3-8b,grace,genie,composer_1490,paraphrase_2,success,pre,1.0
llama3-8b,grace,genie,composer_1490,paraphrase_3,acc,post,0.8
llama3-8b,grace,genie,composer_1490,paraphrase_3,acc,pre,0.8
llama3-8b,grace,genie,composer_1490,paraphrase_3,diff,post,0.1161122898540742
llama3-8b,grace,genie,composer_1490,paraphrase_3,diff,pre,0.1161122898540742
llama3-8b,grace,genie,composer_1490,paraphrase_3,success,post,1.0
llama3-8b,grace,genie,composer_1490,paraphrase_3,success,pre,1.0
llama3-8b,grace,genie,composer_1521,abstract_1,acc,post,0.75
llama3-8b,grace,genie,composer_1521,abstract_1,acc,pre,0.75
llama3-8b,grace,genie,composer_1521,abstract_1,diff,post,-0.16715589653587404
llama3-8b,grace,genie,composer_1521,abstract_1,diff,pre,-0.16715589653587404
llama3-8b,grace,genie,composer_1521,abstract_1,success,post,0.0
llama3-8b,grace,genie,composer_1521,abstract_1,success,pre,0.0
llama3-8b,grace,genie,composer_1521,abstract_2,hit,post,0.0
llama3-8b,grace,genie,composer_1521,abstract_2,hit,pre,0.0
llama3-8b,grace,genie,composer_1521,abstract_3,hit,post,0.0
llama3-8b,grace,genie,composer_1521,abstract_3,hit,pre,0.0
llama3-8b,grace,genie,composer_1521,efficacy,acc,post,1.0
llama3-8b,grace,genie,composer_1521,efficacy,acc,pre,0.6666666666666666
llama3-8b,grace,genie,composer_1521,efficacy,diff,post,0.9748601609879687
llama3-8b,grace,genie,composer_1521,efficacy,diff,pre,-0.3208281746045982
llama3-8b,grace,genie,composer_1521,efficacy,success,post,1.0
llama3-8b,grace,genie,composer_1521,efficacy,success,pre,0.0
llama3-8b,grace,genie,composer_1521,hop_1,acc,post,0.5
llama3-8b,grace,genie,composer_1521,hop_1,acc,pre,0.5
llama3-8b,grace,genie,composer_1521,hop_1,diff,post,-0.05498157260354093
llama3-8b,grace,genie,composer_1521,hop_1,diff,pre,-0.05498157260354093
llama3-8b,grace,genie,composer_1521,hop_1,success,post,0.0
llama3-8b,grace,genie,composer_1521,hop_1,success,pre,0.0
llama3-8b,grace,genie,composer_1521,paraphrase_1,acc,post,0.6666666666666666
llama3-8b,grace,genie,composer_1521,paraphrase_1,acc,pre,0.6666666666666666
llama3-8b,grace,genie,composer_1521,paraphrase_1,diff,post,-0.6987382620451028
llama3-8b,grace,genie,composer_1521,paraphrase_1,diff,pre,-0.6987382620451028
llama3-8b,grace,genie,composer_1521,paraphrase_1,success,post,0.0
llama3-8b,grace,genie,composer_1521,paraphrase_1,success,pre,0.0
llama3-8b,grace,genie,composer_1521,paraphrase_2,acc,post,0.6666666666666666
llama3-8b,grace,genie,composer_1521,paraphrase_2,acc,pre,0.6666666666666666
llama3-8b,grace,genie,composer_1521,paraphrase_2,diff,post,-0.7088125121149463
llama3-8b,grace,genie,composer_1521,paraphrase_2,diff,pre,-0.7088125121149463
llama3-8b,grace,genie,composer_1521,paraphrase_2,success,post,0.0
llama3-8b,grace,genie,composer_1521,paraphrase_2,success,pre,0.0
llama3-8b,grace,genie,composer_1521,paraphrase_3,acc,post,0.6666666666666666
llama3-8b,grace,genie,composer_1521,paraphrase_3,acc,pre,0.6666666666666666
llama3-8b,grace,genie,composer_1521,paraphrase_3,diff,post,-0.6633140258114365
llama3-8b,grace,genie,composer_1521,paraphrase_3,diff,pre,-0.6633140258114365
llama3-8b,grace,genie,composer_1521,paraphrase_3,success,post,0.0
llama3-8b,grace,genie,composer_1521,paraphrase_3,success,pre,0.0
llama3-8b,grace,genie,composer_1948,abstract_1,acc,post,1.0
llama3-8b,grace,genie,composer_1948,abstract_1,acc,pre,1.0
llama3-8b,grace,genie,composer_1948,abstract_1,diff,post,-0.2505833685824709
llama3-8b,grace,genie,composer_1948,abstract_1,diff,pre,-0.2505833685824709
llama3-8b,grace,genie,composer_1948,abstract_1,success,post,0.0
llama3-8b,grace,genie,composer_1948,abstract_1,success,pre,0.0
llama3-8b,grace,genie,composer_1948,abstract_2,hit,post,0.0
llama3-8b,grace,genie,composer_1948,abstract_2,hit,pre,0.0
llama3-8b,grace,genie,composer_1948,abstract_3,hit,post,0.0
llama3-8b,grace,genie,composer_1948,abstract_3,hit,pre,0.0
llama3-8b,grace,genie,composer_1948,efficacy,acc,post,1.0
llama3-8b,grace,genie,composer_1948,efficacy,acc,pre,0.8
llama3-8b,grace,genie,composer_1948,efficacy,diff,post,0.987458760138623
llama3-8b,grace,genie,composer_1948,efficacy,diff,pre,-0.1178092486695545
llama3-8b,grace,genie,composer_1948,efficacy,success,post,1.0
llama3-8b,grace,genie,composer_1948,efficacy,success,pre,0.0
llama3-8b,grace,genie,composer_1948,hop_1,acc,post,0.0
llama3-8b,grace,genie,composer_1948,hop_1,acc,pre,0.0
llama3-8b,grace,genie,composer_1948,hop_1,diff,post,-0.10328618305714393
llama3-8b,grace,genie,composer_1948,hop_1,diff,pre,-0.10328618305714393
llama3-8b,grace,genie,composer_1948,hop_1,success,post,0.0
llama3-8b,grace,genie,composer_1948,hop_1,success,pre,0.0
llama3-8b,grace,genie,composer_1948,paraphrase_1,acc,post,0.8
llama3-8b,grace,genie,composer_1948,paraphrase_1,acc,pre,0.8
llama3-8b,grace,genie,composer_1948,paraphrase_1,diff,post,-0.40498451281867787
llama3-8b,grace,genie,composer_1948,paraphrase_1,diff,pre,-0.40498451281867787
llama3-8b,grace,genie,composer_1948,paraphrase_1,success,post,0.0
llama3-8b,grace,genie,composer_1948,paraphrase_1,success,pre,0.0
llama3-8b,grace,genie,composer_1948,paraphrase_2,acc,post,0.8
llama3-8b,grace,genie,composer_1948,paraphrase_2,acc,pre,0.8
llama3-8b,grace,genie,composer_1948,paraphrase_2,diff,post,-0.6032961688527705
llama3-8b,grace,genie,composer_1948,paraphrase_2,diff,pre,-0.6032961688527705
llama3-8b,grace,genie,composer_1948,paraphrase_2,success,post,0.0
llama3-8b,grace,genie,composer_1948,paraphrase_2,success,pre,0.0
llama3-8b,grace,genie,composer_1948,paraphrase_3,acc,post,0.8
llama3-8b,grace,genie,composer_1948,paraphrase_3,acc,pre,0.8
llama3-8b,grace,genie,composer_1948,paraphrase_3,diff,post,-0.4319169274050642
llama3-8b,grace,genie,composer_1948,paraphrase_3,diff,pre,-0.4319169274050642
llama3-8b,grace,genie,composer_1948,paraphrase_3,success,post,0.0
llama3-8b,grace,genie,composer_1948,paraphrase_3,success,pre,0.0
llama3-8b,grace,genie,composer_2059,abstract_1,acc,post,0.5
llama3-8b,grace,genie,composer_2059,abstract_1,acc,pre,0.5
llama3-8b,grace,genie,composer_2059,abstract_1,diff,post,-0.40738378180153145
llama3-8b,grace,genie,composer_2059,abstract_1,diff,pre,-0.40738378180153145
llama3-8b,grace,genie,composer_2059,abstract_1,success,post,0.0
llama3-8b,grace,genie,composer_2059,abstract_1,success,pre,0.0
llama3-8b,grace,genie,composer_2059,abstract_2,hit,post,0.0
llama3-8b,grace,genie,composer_2059,abstract_2,hit,pre,0.0
llama3-8b,grace,genie,composer_2059,abstract_3,hit,post,0.0
llama3-8b,grace,genie,composer_2059,abstract_3,hit,pre,0.0
llama3-8b,grace,genie,composer_2059,efficacy,acc,post,1.0
llama3-8b,grace,genie,composer_2059,efficacy,acc,pre,0.6
llama3-8b,grace,genie,composer_2059,efficacy,diff,post,0.9967519579902215
llama3-8b,grace,genie,composer_2059,efficacy,diff,pre,-0.06360726454466917
llama3-8b,grace,genie,composer_2059,efficacy,success,post,1.0
llama3-8b,grace,genie,composer_2059,efficacy,success,pre,0.0
llama3-8b,grace,genie,composer_2059,hop_1,acc,post,0.6
llama3-8b,grace,genie,composer_2059,hop_1,acc,pre,0.6
llama3-8b,grace,genie,composer_2059,hop_1,diff,post,0.04360228294091076
llama3-8b,grace,genie,composer_2059,hop_1,diff,pre,0.04360228294091076
llama3-8b,grace,genie,composer_2059,hop_1,success,post,1.0
llama3-8b,grace,genie,composer_2059,hop_1,success,pre,1.0
llama3-8b,grace,genie,composer_2059,paraphrase_1,acc,post,0.8
llama3-8b,grace,genie,composer_2059,paraphrase_1,acc,pre,0.8
llama3-8b,grace,genie,composer_2059,paraphrase_1,diff,post,-0.7294047227908114
llama3-8b,grace,genie,composer_2059,paraphrase_1,diff,pre,-0.7294047227908114
llama3-8b,grace,genie,composer_2059,paraphrase_1,success,post,0.0
llama3-8b,grace,genie,composer_2059,paraphrase_1,success,pre,0.0
llama3-8b,grace,genie,composer_2059,paraphrase_2,acc,post,0.8
llama3-8b,grace,genie,composer_2059,paraphrase_2,acc,pre,0.8
llama3-8b,grace,genie,composer_2059,paraphrase_2,diff,post,-0.7580882767546804
llama3-8b,grace,genie,composer_2059,paraphrase_2,diff,pre,-0.7580882767546804
llama3-8b,grace,genie,composer_2059,paraphrase_2,success,post,0.0
llama3-8b,grace,genie,composer_2059,paraphrase_2,success,pre,0.0
llama3-8b,grace,genie,composer_2059,paraphrase_3,acc,post,0.8
llama3-8b,grace,genie,composer_2059,paraphrase_3,acc,pre,0.8
llama3-8b,grace,genie,composer_2059,paraphrase_3,diff,post,-0.736184678969127
llama3-8b,grace,genie,composer_2059,paraphrase_3,diff,pre,-0.736184678969127
llama3-8b,grace,genie,composer_2059,paraphrase_3,success,post,0.0
llama3-8b,grace,genie,composer_2059,paraphrase_3,success,pre,0.0
llama3-8b,grace,genie,composer_2091,abstract_2,hit,post,0.0
llama3-8b,grace,genie,composer_2091,abstract_2,hit,pre,0.0
llama3-8b,grace,genie,composer_2091,abstract_3,hit,post,0.0
llama3-8b,grace,genie,composer_2091,abstract_3,hit,pre,0.0
llama3-8b,grace,genie,composer_2091,efficacy,acc,post,1.0
llama3-8b,grace,genie,composer_2091,efficacy,acc,pre,0.6
llama3-8b,grace,genie,composer_2091,efficacy,diff,post,0.9745357025167025
llama3-8b,grace,genie,composer_2091,efficacy,diff,pre,-0.4393404128970737
llama3-8b,grace,genie,composer_2091,efficacy,success,post,1.0
llama3-8b,grace,genie,composer_2091,efficacy,success,pre,0.0
llama3-8b,grace,genie,composer_2091,hop_1,acc,post,0.3333333333333333
llama3-8b,grace,genie,composer_2091,hop_1,acc,pre,0.3333333333333333
llama3-8b,grace,genie,composer_2091,hop_1,diff,post,0.018701106212620035
llama3-8b,grace,genie,composer_2091,hop_1,diff,pre,0.018701106212620035
llama3-8b,grace,genie,composer_2091,hop_1,success,post,1.0
llama3-8b,grace,genie,composer_2091,hop_1,success,pre,1.0
llama3-8b,grace,genie,composer_2091,hop_2,acc,post,0.0
llama3-8b,grace,genie,composer_2091,hop_2,acc,pre,0.0
llama3-8b,grace,genie,composer_2091,hop_2,diff,post,0.01306582437363148
llama3-8b,grace,genie,composer_2091,hop_2,diff,pre,0.01306582437363148
llama3-8b,grace,genie,composer_2091,hop_2,success,post,1.0
llama3-8b,grace,genie,composer_2091,hop_2,success,pre,1.0
llama3-8b,grace,genie,composer_2091,hop_3,acc,post,0.0
llama3-8b,grace,genie,composer_2091,hop_3,acc,pre,0.0
llama3-8b,grace,genie,composer_2091,hop_3,diff,post,0.0018826412553036508
llama3-8b,grace,genie,composer_2091,hop_3,diff,pre,0.0018826412553036508
llama3-8b,grace,genie,composer_2091,hop_3,success,post,1.0
llama3-8b,grace,genie,composer_2091,hop_3,success,pre,1.0
llama3-8b,grace,genie,composer_2091,paraphrase_1,acc,post,0.6
llama3-8b,grace,genie,composer_2091,paraphrase_1,acc,pre,0.6
llama3-8b,grace,genie,composer_2091,paraphrase_1,diff,post,-0.7224923026582231
llama3-8b,grace,genie,composer_2091,paraphrase_1,diff,pre,-0.7224923026582231
llama3-8b,grace,genie,composer_2091,paraphrase_1,success,post,0.0
llama3-8b,grace,genie,composer_2091,paraphrase_1,success,pre,0.0
llama3-8b,grace,genie,composer_2091,paraphrase_2,acc,post,0.6
llama3-8b,grace,genie,composer_2091,paraphrase_2,acc,pre,0.6
llama3-8b,grace,genie,composer_2091,paraphrase_2,diff,post,-0.8620901149087214
llama3-8b,grace,genie,composer_2091,paraphrase_2,diff,pre,-0.8620901149087214
llama3-8b,grace,genie,composer_2091,paraphrase_2,success,post,0.0
llama3-8b,grace,genie,composer_2091,paraphrase_2,success,pre,0.0
llama3-8b,grace,genie,composer_2091,paraphrase_3,acc,post,0.6
llama3-8b,grace,genie,composer_2091,paraphrase_3,acc,pre,0.6
llama3-8b,grace,genie,composer_2091,paraphrase_3,diff,post,-0.8293909438908307
llama3-8b,grace,genie,composer_2091,paraphrase_3,diff,pre,-0.8293909438908307
llama3-8b,grace,genie,composer_2091,paraphrase_3,success,post,0.0
llama3-8b,grace,genie,composer_2091,paraphrase_3,success,pre,0.0
llama3-8b,grace,genie,composer_2321,abstract_1,acc,post,1.0
llama3-8b,grace,genie,composer_2321,abstract_1,acc,pre,1.0
llama3-8b,grace,genie,composer_2321,abstract_1,diff,post,0.3285013501177747
llama3-8b,grace,genie,composer_2321,abstract_1,diff,pre,0.3285013501177747
llama3-8b,grace,genie,composer_2321,abstract_1,success,post,1.0
llama3-8b,grace,genie,composer_2321,abstract_1,success,pre,1.0
llama3-8b,grace,genie,composer_2321,abstract_2,hit,post,0.0
llama3-8b,grace,genie,composer_2321,abstract_2,hit,pre,0.0
llama3-8b,grace,genie,composer_2321,abstract_3,hit,post,0.0
llama3-8b,grace,genie,composer_2321,abstract_3,hit,pre,0.0
llama3-8b,grace,genie,composer_2321,efficacy,acc,post,1.0
llama3-8b,grace,genie,composer_2321,efficacy,acc,pre,0.6666666666666666
llama3-8b,grace,genie,composer_2321,efficacy,diff,post,0.9968319557433152
llama3-8b,grace,genie,composer_2321,efficacy,diff,pre,0.08516763058856301
llama3-8b,grace,genie,composer_2321,efficacy,success,post,1.0
llama3-8b,grace,genie,composer_2321,efficacy,success,pre,1.0
llama3-8b,grace,genie,composer_2321,hop_1,acc,post,0.5
llama3-8b,grace,genie,composer_2321,hop_1,acc,pre,0.5
llama3-8b,grace,genie,composer_2321,hop_1,diff,post,0.1358519304876318
llama3-8b,grace,genie,composer_2321,hop_1,diff,pre,0.1358519304876318
llama3-8b,grace,genie,composer_2321,hop_1,success,post,1.0
llama3-8b,grace,genie,composer_2321,hop_1,success,pre,1.0
llama3-8b,grace,genie,composer_2321,paraphrase_1,acc,post,0.6666666666666666
llama3-8b,grace,genie,composer_2321,paraphrase_1,acc,pre,0.6666666666666666
llama3-8b,grace,genie,composer_2321,paraphrase_1,diff,post,-0.4858966652162109
llama3-8b,grace,genie,composer_2321,paraphrase_1,diff,pre,-0.4858966652162109
llama3-8b,grace,genie,composer_2321,paraphrase_1,success,post,0.0
llama3-8b,grace,genie,composer_2321,paraphrase_1,success,pre,0.0
llama3-8b,grace,genie,composer_2321,paraphrase_2,acc,post,0.6666666666666666
llama3-8b,grace,genie,composer_2321,paraphrase_2,acc,pre,0.6666666666666666
llama3-8b,grace,genie,composer_2321,paraphrase_2,diff,post,-0.524662639206557
llama3-8b,grace,genie,composer_2321,paraphrase_2,diff,pre,-0.524662639206557
llama3-8b,grace,genie,composer_2321,paraphrase_2,success,post,0.0
llama3-8b,grace,genie,composer_2321,paraphrase_2,success,pre,0.0
llama3-8b,grace,genie,composer_2321,paraphrase_3,acc,post,0.6666666666666666
llama3-8b,grace,genie,composer_2321,paraphrase_3,acc,pre,0.6666666666666666
llama3-8b,grace,genie,composer_2321,paraphrase_3,diff,post,-0.5124843229069284
