model,method,bench,case,category,measure,phase,value
llama3-8b,grace,genie,production_company_5845,paraphrase_2,acc,pre,0.5
llama3-8b,grace,genie,production_company_5845,paraphrase_3,success,pre,1.0
llama3-8b,grace,genie,production_company_5845,paraphrase_3,diff,pre,0.009470323305398848
llama3-8b,grace,genie,production_company_5845,paraphrase_3,acc,pre,0.5
llama3-8b,grace,genie,production_company_5845,abstract_2,hit,pre,0.0
llama3-8b,grace,genie,production_company_5845,abstract_3,hit,pre,0.0
llama3-8b,grace,genie,production_company_5845,efficacy,success,post,1.0
llama3-8b,grace,genie,production_company_5845,efficacy,diff,post,0.9978293812935373
llama3-8b,grace,genie,production_company_5845,efficacy,acc,post,1.0
llama3-8b,grace,genie,production_company_5845,paraphrase_1,success,post,0.0
llama3-8b,grace,genie,production_company_5845,paraphrase_1,diff,post,-0.06637984662674981
llama3-8b,grace,genie,production_company_5845,paraphrase_1,acc,post,0.5
llama3-8b,grace,genie,production_company_5845,paraphrase_2,success,post,1.0
llama3-8b,grace,genie,production_company_5845,paraphrase_2,diff,post,0.02353977454782048
llama3-8b,grace,genie,production_company_5845,paraphrase_2,acc,post,0.5
llama3-8b,grace,genie,production_company_5845,paraphrase_3,success,post,1.0
llama3-8b,grace,genie,production_company_5845,paraphrase_3,diff,post,0.009470323305398848
llama3-8b,grace,genie,production_company_5845,paraphrase_3,acc,post,0.5
llama3-8b,grace,genie,production_company_5845,abstract_2,hit,post,0.0
llama3-8b,grace,genie,production_company_5845,abstract_3,hit,post,0.0
llama3-8b,grace,mquake,2640,efficacy,success,pre,0.0
llama3-8b,grace,mquake,2640,efficacy,diff,pre,-0.6316223117314133
llama3-8b,grace,mquake,2640,efficacy,acc,pre,0.44166666666666665
llama3-8b,grace,mquake,2640,single_hop,success,pre,0.0
llama3-8b,grace,mquake,2640,single_hop,diff,pre,-0.37190057609253696
llama3-8b,grace,mquake,2640,single_hop,acc,pre,0.6083333333333333
llama3-8b,grace,mquake,2640,multihop,hit,pre,0.0
llama3-8b,grace,mquake,2640,efficacy,success,post,0.75
llama3-8b,grace,mquake,2640,efficacy,diff,post,0.5264228236468369
llama3-8b,grace,mquake,2640,efficacy,acc,post,0.9166666666666666
llama3-8b,grace,mquake,2640,single_hop,success,post,1.0
llama3-8b,grace,mquake,2640,single_hop,diff,post,0.8737416156705293
llama3-8b,grace,mquake,2640,single_hop,acc,post,0.9166666666666666
llama3-8b,grace,mquake,2640,multihop,hit,post,0.0
llama3-8b,grace,mquake,248,efficacy,success,pre,0.0
llama3-8b,grace,mquake,248,efficacy,diff,pre,-0.24774936000060668
llama3-8b,grace,mquake,248,efficacy,acc,pre,0.5555555555555556
llama3-8b,grace,mquake,248,single_hop,success,pre,0.0
llama3-8b,grace,mquake,248,single_hop,diff,pre,-0.5130771561580336
llama3-8b,grace,mquake,248,single_hop,acc,pre,0.2777777777777778
llama3-8b,grace,mquake,248,multihop,hit,pre,0.0
llama3-8b,grace,mquake,248,efficacy,success,post,1.0
llama3-8b,grace,mquake,248,efficacy,diff,post,0.5498680189840961
llama3-8b,grace,mquake,248,efficacy,acc,post,0.8888888888888888
llama3-8b,grace,mquake,248,single_hop,success,post,1.0
llama3-8b,grace,mquake,248,single_hop,diff,post,0.5274134438328716
llama3-8b,grace,mquake,248,single_hop,acc,post,0.4444444444444444
llama3-8b,grace,mquake,248,multihop,hit,post,0.0
llama3-8b,grace,mquake,2121,efficacy,success,pre,0.0
llama3-8b,grace,mquake,2121,efficacy,diff,pre,-0.8967147485639164
llama3-8b,grace,mquake,2121,efficacy,acc,pre,0.5714285714285714
llama3-8b,grace,mquake,2121,single_hop,success,pre,0.0
llama3-8b,grace,mquake,2121,single_hop,diff,pre,-0.863439277800544
llama3-8b,grace,mquake,2121,single_hop,acc,pre,0.8666666666666667
llama3-8b,grace,mquake,2121,multihop,hit,pre,0.0
llama3-8b,grace,mquake,2121,efficacy,success,post,1.0
llama3-8b,grace,mquake,2121,efficacy,diff,post,0.95189415879184
llama3-8b,grace,mquake,2121,efficacy,acc,post,1.0
llama3-8b,grace,mquake,2121,single_hop,success,post,1.0
llama3-8b,grace,mquake,2121,single_hop,diff,post,0.95189415879184
llama3-8b,grace,mquake,2121,single_hop,acc,post,1.0
llama3-8b,grace,mquake,2121,multihop,hit,post,0.0
llama3-8b,grace,mquake,825,efficacy,success,pre,0.0
llama3-8b,grace,mquake,825,efficacy,diff,pre,-0.7982558410463397
llama3-8b,grace,mquake,825,efficacy,acc,pre,0.16666666666666666
llama3-8b,grace,mquake,825,single_hop,success,pre,0.0
llama3-8b,grace,mquake,825,single_hop,diff,pre,-0.9148615265718338
llama3-8b,grace,mquake,825,single_hop,acc,pre,0.16666666666666666
llama3-8b,grace,mquake,825,multihop,hit,pre,0.0
llama3-8b,grace,mquake,825,efficacy,success,post,1.0
llama3-8b,grace,mquake,825,efficacy,diff,post,0.9750237357624252
llama3-8b,grace,mquake,825,efficacy,acc,post,1.0
llama3-8b,grace,mquake,825,single_hop,success,post,1.0
llama3-8b,grace,mquake,825,single_hop,diff,post,0.9888054323394692
llama3-8b,grace,mquake,825,single_hop,acc,post,1.0
llama3-8b,grace,mquake,825,multihop,hit,post,0.0
llama3-8b,grace,mquake,2014,efficacy,success,pre,0.0
llama3-8b,grace,mquake,2014,efficacy,diff,pre,-0.28405728879259157
llama3-8b,grace,mquake,2014,efficacy,acc,pre,0.30952380952380953
llama3-8b,grace,mquake,2014,single_hop,success,pre,0.0
llama3-8b,grace,mquake,2014,single_hop,diff,pre,-0.31048232770598333
llama3-8b,grace,mquake,2014,single_hop,acc,pre,0.5873015873015873
llama3-8b,grace,mquake,2014,multihop,hit,pre,0.0
llama3-8b,grace,mquake,2014,efficacy,success,post,1.0
llama3-8b,grace,mquake,2014,efficacy,diff,post,0.8893901852272373
llama3-8b,grace,mquake,2014,efficacy,acc,post,1.0
llama3-8b,grace,mquake,2014,single_hop,success,post,1.0
llama3-8b,grace,mquake,2014,single_hop,diff,post,0.7010620928555235
llama3-8b,grace,mquake,2014,single_hop,acc,post,1.0
llama3-8b,grace,mquake,2014,multihop,hit,post,0.0
llama3-8b,grace,ripple,ripple_popular_row657,efficacy,hit,pre,0.0
llama3-8b,grace,ripple,ripple_popular_row657,ripple_relation_specificity,hit,pre,1.0
llama3-8b,grace,ripple,ripple_popular_row657,efficacy,hit,post,1.0
llama3-8b,grace,ripple,ripple_popular_row657,ripple_relation_specificity,hit,post,1.0
llama3-8b,grace,ripple,ripple_popular_row839,efficacy,hit,pre,0.0
llama3-8b,grace,ripple,ripple_popular_row839,ripple_relation_specificity,hit,pre,1.0
llama3-8b,grace,ripple,ripple_popular_row839,efficacy,hit,post,1.0
llama3-8b,grace,ripple,ripple_popular_row839,ripple_relation_specificity,hit,post,1.0
llama3-8b,grace,ripple,ripple_popular_row792,efficacy,hit,pre,0.0
llama3-8b,grace,ripple,ripple_popular_row792,ripple_compositional_i,hit,pre,0.0
llama3-8b,grace,ripple,ripple_popular_row792,efficacy,hit,post,1.0
llama3-8b,grace,ripple,ripple_popular_row792,ripple_compositional_i,hit,post,0.0
llama3-8b,grace,ripple,ripple_popular_row778,efficacy,hit,pre,0.0
llama3-8b,grace,ripple,ripple_popular_row778,ripple_logical,hit,pre,0.0
llama3-8b,grace,ripple,ripple_popular_row778,ripple_compositional_i,hit,pre,0.0
llama3-8b,grace,ripple,ripple_popular_row778,ripple_relation_specificity,hit,pre,1.0
llama3-8b,grace,ripple,ripple_popular_row778,ripple_preservation,hit,pre,1.0
llama3-8b,grace,ripple,ripple_popular_row778,efficacy,hit,post,1.0
llama3-8b,grace,ripple,ripple_popular_row778,ripple_logical,hit,post,0.0
llama3-8b,grace,ripple,ripple_popular_row778,ripple_compositional_i,hit,post,0.0
llama3-8b,grace,ripple,ripple_popular_row778,ripple_relation_specificity,hit,post,1.0
llama3-8b,grace,ripple,ripple_popular_row778,ripple_preservation,hit,post,1.0
llama3-8b,grace,ripple,ripple_popular_row846,efficacy,hit,pre,0.0
llama3-8b,grace,ripple,ripple_popular_row846,ripple_compositional_i,hit,pre,0.0
llama3-8b,grace,ripple,ripple_popular_row846,ripple_relation_specificity,hit,pre,1.0
llama3-8b,grace,ripple,ripple_popular_row846,ripple_preservation,hit,pre,1.0
llama3-8b,grace,ripple,ripple_popular_row846,efficacy,hit,post,1.0
llama3-8b,grace,ripple,ripple_popular_row846,ripple_compositional_i,hit,post,0.0
llama3-8b,grace,ripple,ripple_popular_row846,ripple_relation_specificity,hit,post,1.0
llama3-8b,grace,ripple,ripple_popular_row846,ripple_preservation,hit,post,1.0
llama3-8b,grace,ripple,ripple_random_row1742,efficacy,hit,pre,0.0
llama3-8b,grace,ripple,ripple_random_row1742,ripple_relation_specificity,hit,pre,1.0
llama3-8b,grace,ripple,ripple_random_row1742,efficacy,hit,post,1.0
llama3-8b,grace,ripple,ripple_random_row1742,ripple_relation_specificity,hit,post,1.0
llama3-8b,grace,ripple,ripple_random_row1584,efficacy,hit,pre,0.0
llama3-8b,grace,ripple,ripple_random_row1584,efficacy,hit,post,1.0
llama3-8b,grace,ripple,ripple_random_row1799,efficacy,hit,pre,0.0
llama3-8b,grace,ripple,ripple_random_row1799,efficacy,hit,post,0.0
llama3-8b,grace,ripple,ripple_random_row1627,efficacy,hit,pre,0.0
llama3-8b,grace,ripple,ripple_random_row1627,ripple_relation_specificity,hit,pre,1.0
llama3-8b,grace,ripple,ripple_random_row1627,efficacy,hit,post,1.0
llama3-8b,grace,ripple,ripple_random_row1627,ripple_relation_specificity,hit,post,1.0
llama3-8b,grace,ripple,ripple_random_row1806,efficacy,hit,pre,0.0
llama3-8b,grace,ripple,ripple_random_row1806,ripple_relation_specificity,hit,pre,1.0
llama3-8b,grace,ripple,ripple_random_row1806,efficacy,hit,post,1.0
llama3-8b,grace,ripple,ripple_random_row1806,ripple_relation_specificity,hit,post,1.0
llama3-8b,grace,zsre,zsre_row18114,efficacy,success,pre,0.0
llama3-8b,grace,zsre,zsre_row18114,efficacy,diff,pre,-0.004395026300653871
llama3-8b,grace,zsre,zsre_row18114,efficacy,acc,pre,0.5
llama3-8b,grace,zsre,zsre_row18114,generalisation,success,pre,0.0
llama3-8b,grace,zsre,zsre_row18114,generalisation,diff,pre,-0.0016621961220674424
llama3-8b,grace,zsre,zsre_row18114,generalisation,acc,pre,0.5
llama3-8b,grace,zsre,zsre_row18114,specificity,success,pre,0.0
llama3-8b,grace,zsre,zsre_row18114,specificity,diff,pre,-0.007592391619766185
llama3-8b,grace,zsre,zsre_row18114,specificity,acc,pre,0.25
llama3-8b,grace,zsre,zsre_row18114,efficacy,success,post,1.0
llama3-8b,grace,zsre,zsre_row18114,efficacy,diff,post,0.9682652484213854
llama3-8b,grace,zsre,zsre_row18114,efficacy,acc,post,1.0
llama3-8b,grace,zsre,zsre_row18114,generalisation,success,post,0.0
llama3-8b,grace,zsre,zsre_row18114,generalisation,diff,post,-0.0016621961220674424
llama3-8b,grace,zsre,zsre_row18114,generalisation,acc,post,0.5
llama3-8b,grace,zsre,zsre_row18114,specificity,success,post,0.0
llama3-8b,grace,zsre,zsre_row18114,specificity,diff,post,-0.007592391619766185
llama3-8b,grace,zsre,zsre_row18114,specificity,acc,post,0.25
llama3-8b,grace,zsre,zsre_row10337,efficacy,success,pre,1.0
llama3-8b,grace,zsre,zsre_row10337,efficacy,diff,pre,0.007788141020765143
llama3-8b,grace,zsre,zsre_row10337,efficacy,acc,pre,0.3333333333333333
llama3-8b,grace,zsre,zsre_row10337,generalisation,success,pre,0.0
llama3-8b,grace,zsre,zsre_row10337,generalisation,diff,pre,-0.011987947567869042
llama3-8b,grace,zsre,zsre_row10337,generalisation,acc,pre,0.3333333333333333
llama3-8b,grace,zsre,zsre_row10337,specificity,success,pre,1.0
llama3-8b,grace,zsre,zsre_row10337,specificity,diff,pre,0.00014157568813410727
llama3-8b,grace,zsre,zsre_row10337,specificity,acc,pre,0.0
llama3-8b,grace,zsre,zsre_row10337,efficacy,success,post,1.0
llama3-8b,grace,zsre,zsre_row10337,efficacy,diff,post,0.9687600915837684
llama3-8b,grace,zsre,zsre_row10337,efficacy,acc,post,1.0
llama3-8b,grace,zsre,zsre_row10337,generalisation,success,post,0.0
llama3-8b,grace,zsre,zsre_row10337,generalisation,diff,post,-0.011987947567869042
llama3-8b,grace,zsre,zsre_row10337,generalisation,acc,post,0.3333333333333333
llama3-8b,grace,zsre,zsre_row10337,specificity,success,post,1.0
llama3-8b,grace,zsre,zsre_row10337,specificity,diff,post,0.00014157568813410727
llama3-8b,grace,zsre,zsre_row10337,specificity,acc,post,0.0
llama3-8b,grace,zsre,zsre_row11396,efficacy,success,pre,1.0
llama3-8b,grace,zsre,zsre_row11396,efficacy,diff,pre,0.13924220132368065
llama3-8b,grace,zsre,zsre_row11396,efficacy,acc,pre,0.8
llama3-8b,grace,zsre,zsre_row11396,generalisation,success,pre,1.0
llama3-8b,grace,zsre,zsre_row11396,generalisation,diff,pre,0.13661925513677772
llama3-8b,grace,zsre,zsre_row11396,generalisation,acc,pre,0.6
llama3-8b,grace,zsre,zsre_row11396,specificity,success,pre,0.0
llama3-8b,grace,zsre,zsre_row11396,specificity,diff,pre,-0.043698839669367204
llama3-8b,grace,zsre,zsre_row11396,specificity,acc,pre,0.3333333333333333
llama3-8b,grace,zsre,zsre_row11396,efficacy,success,post,1.0
llama3-8b,grace,zsre,zsre_row11396,efficacy,diff,post,0.9987697517574953
llama3-8b,grace,zsre,zsre_row11396,efficacy,acc,post,1.0
llama3-8b,grace,zsre,zsre_row11396,generalisation,success,post,1.0
llama3-8b,grace,zsre,zsre_row11396,generalisation,diff,post,0.13661925513677772
llama3-8b,grace,zsre,zsre_row11396,generalisation,acc,post,0.6
llama3-8b,grace,zsre,zsre_row11396,specificity,success,post,0.0
llama3-8b,grace,zsre,zsre_row11396,specificity,diff,post,-0.043698839669367204
llama3-8b,grace,zsre,zsre_row11396,specificity,acc,post,0.3333333333333333
llama3-8b,grace,zsre,zsre_row12562,efficacy,success,pre,0.0
llama3-8b,grace,zsre,zsre_row12562,efficacy,diff,pre,-0.1182631082477501
llama3-8b,grace,zsre,zsre_row12562,efficacy,acc,pre,0.5
llama3-8b,grace,zsre,zsre_row12562,generalisation,success,pre,0.0
llama3-8b,grace,zsre,zsre_row12562,generalisation,diff,pre,-0.24669185020226614
llama3-8b,grace,zsre,zsre_row12562,generalisation,acc,pre,0.5
llama3-8b,grace,zsre,zsre_row12562,specificity,success,pre,0.0
llama3-8b,grace,zsre,zsre_row12562,specificity,diff,pre,-0.21400219461509531
llama3-8b,grace,zsre,zsre_row12562,specificity,acc,pre,0.6666666666666666
llama3-8b,grace,zsre,zsre_row12562,efficacy,success,post,1.0
llama3-8b,grace,zsre,zsre_row12562,efficacy,diff,post,0.9803801212754464
llama3-8b,grace,zsre,zsre_row12562,efficacy,acc,post,1.0
llama3-8b,grace,zsre,zsre_row12562,generalisation,success,post,0.0
llama3-8b,grace,zsre,zsre_row12562,generalisation,diff,post,-0.24669185020226614
llama3-8b,grace,zsre,zsre_row12562,generalisation,acc,post,0.5
llama3-8b,grace,zsre,zsre_row12562,specificity,success,post,0.0
llama3-8b,grace,zsre,zsre_row12562,specificity,diff,post,-0.21400219461509531
llama3-8b,grace,zsre,zsre_row12562,specificity,acc,post,0.6666666666666666
llama3-8b,grace,zsre,zsre_row13330,efficacy,success,pre,0.0
llama3-8b,grace,zsre,zsre_row13330,efficacy,diff,pre,-0.00040008784079834873
llama3-8b,grace,zsre,zsre_row13330,efficacy,acc,pre,0.0
llama3-8b,grace,zsre,zsre_row13330,generalisation,success,pre,0.0
llama3-8b,grace,zsre,zsre_row13330,generalisation,diff,pre,-8.680629223848009e-05
llama3-8b,grace,zsre,zsre_row13330,generalisation,acc,pre,0.0
llama3-8b,grace,zsre,zsre_row13330,specificity,success,pre,0.0
llama3-8b,grace,zsre,zsre_row13330,specificity,diff,pre,-0.3684221921493258
llama3-8b,grace,zsre,zsre_row13330,specificity,acc,pre,0.8
llama3-8b,grace,zsre,zsre_row13330,efficacy,success,post,1.0
llama3-8b,grace,zsre,zsre_row13330,efficacy,diff,post,1.0
llama3-8b,grace,zsre,zsre_row13330,efficacy,acc,post,1.0
llama3-8b,grace,zsre,zsre_row13330,generalisation,success,post,0.0
llama3-8b,grace,zsre,zsre_row13330,generalisation,diff,post,-8.680629223848009e-05
llama3-8b,grace,zsre,zsre_row13330,generalisation,acc,post,0.0
llama3-8b,grace,zsre,zsre_row13330,specificity,success,post,0.0
llama3-8b,grace,zsre,zsre_row13330,specificity,diff,post,-0.3684221921493258
llama3-8b,grace,zsre,zsre_row13330,specificity,acc,post,0.8
llama3-8b,memit,counterfact,11983,efficacy,success,pre,0.0
llama3-8b,memit,counterfact,11983,efficacy,diff,pre,-0.38056965488359984
llama3-8b,memit,counterfact,11983,efficacy,acc,pre,0.0
llama3-8b,memit,counterfact,11983,generalisation,success,pre,0.0
llama3-8b,memit,counterfact,11983,generalisation,diff,pre,-0.30867411079036156
llama3-8b,memit,counterfact,11983,generalisation,acc,pre,0.0
llama3-8b,memit,counterfact,11983,specificity,success,pre,0.0
llama3-8b,memit,counterfact,11983,specificity,diff,pre,-0.20202618826206736
llama3-8b,memit,counterfact,11983,specificity,acc,pre,0.4
llama3-8b,memit,counterfact,11983,target_close_neighbour,success,pre,1.0
llama3-8b,memit,counterfact,11983,target_close_neighbour,diff,pre,0.4026577043117934
llama3-8b,memit,counterfact,11983,target_close_neighbour,acc,pre,0.7
llama3-8b,memit,counterfact,11983,efficacy,success,post,1.0
llama3-8b,memit,counterfact,11983,efficacy,diff,post,0.8807201951870769
llama3-8b,memit,counterfact,11983,efficacy,acc,post,1.0
llama3-8b,memit,counterfact,11983,generalisation,success,post,1.0
llama3-8b,memit,counterfact,11983,generalisation,diff,post,0.5233702006718803
llama3-8b,memit,counterfact,11983,generalisation,acc,post,1.0
llama3-8b,memit,counterfact,11983,specificity,success,post,0.1
llama3-8b,memit,counterfact,11983,specificity,diff,post,-0.21292645031228696
llama3-8b,memit,counterfact,11983,specificity,acc,post,0.4
llama3-8b,memit,counterfact,11983,target_close_neighbour,success,post,1.0
llama3-8b,memit,counterfact,11983,target_close_neighbour,diff,post,0.43810595580631084
llama3-8b,memit,counterfact,11983,target_close_neighbour,acc,post,0.9
llama3-8b,memit,counterfact,13602,efficacy,success,pre,0.0
llama3-8b,memit,counterfact,13602,efficacy,diff,pre,-0.6155288905521212
llama3-8b,memit,counterfact,13602,efficacy,acc,pre,0.0
llama3-8b,memit,counterfact,13602,generalisation,success,pre,0.0
llama3-8b,memit,counterfact,13602,generalisation,diff,pre,-0.41263120812886195
llama3-8b,memit,counterfact,13602,generalisation,acc,pre,0.0
llama3-8b,memit,counterfact,13602,specificity,success,pre,0.0
llama3-8b,memit,counterfact,13602,specificity,diff,pre,-0.12217465330431618
llama3-8b,memit,counterfact,13602,specificity,acc,pre,0.3
llama3-8b,memit,counterfact,13602,target_close_neighbour,success,pre,0.6
llama3-8b,memit,counterfact,13602,target_close_neighbour,diff,pre,0.005842643490883396
llama3-8b,memit,counterfact,13602,target_close_neighbour,acc,pre,0.0
llama3-8b,memit,counterfact,13602,efficacy,success,post,1.0
llama3-8b,memit,counterfact,13602,efficacy,diff,post,0.9976403828741542
llama3-8b,memit,counterfact,13602,efficacy,acc,post,1.0
llama3-8b,memit,counterfact,13602,generalisation,success,post,1.0
llama3-8b,memit,counterfact,13602,generalisation,diff,post,0.45286501718236627
llama3-8b,memit,counterfact,13602,generalisation,acc,post,0.5
llama3-8b,memit,counterfact,13602,specificity,success,post,0.0
llama3-8b,memit,counterfact,13602,specificity,diff,post,-0.12007681690517838
llama3-8b,memit,counterfact,13602,specificity,acc,post,0.3
llama3-8b,memit,counterfact,13602,target_close_neighbour,success,post,0.6
llama3-8b,memit,counterfact,13602,target_close_neighbour,diff,post,0.0060077111513818
llama3-8b,memit,counterfact,13602,target_close_neighbour,acc,post,0.0
llama3-8b,memit,counterfact,15471,efficacy,success,pre,0.0
llama3-8b,memit,counterfact,15471,efficacy,diff,pre,-0.6669175157751096
llama3-8b,memit,counterfact,15471,efficacy,acc,pre,0.0
llama3-8b,memit,counterfact,15471,generalisation,success,pre,0.0
llama3-8b,memit,counterfact,15471,generalisation,diff,pre,-0.06229730567816152
llama3-8b,memit,counterfact,15471,generalisation,acc,pre,0.0
llama3-8b,memit,counterfact,15471,specificity,success,pre,0.0
llama3-8b,memit,counterfact,15471,specificity,diff,pre,-0.1807563395595974
llama3-8b,memit,counterfact,15471,specificity,acc,pre,0.1
llama3-8b,memit,counterfact,15471,target_close_neighbour,success,pre,1.0
llama3-8b,memit,counterfact,15471,target_close_neighbour,diff,pre,0.3055848213424487
llama3-8b,memit,counterfact,15471,target_close_neighbour,acc,pre,0.3
llama3-8b,memit,counterfact,15471,efficacy,success,post,1.0
llama3-8b,memit,counterfact,15471,efficacy,diff,post,0.9559182966706207
llama3-8b,memit,counterfact,15471,efficacy,acc,post,1.0
llama3-8b,memit,counterfact,15471,generalisation,success,post,1.0
llama3-8b,memit,counterfact,15471,generalisation,diff,post,0.0078010363368755265
llama3-8b,memit,counterfact,15471,generalisation,acc,post,0.0
llama3-8b,memit,counterfact,15471,specificity,success,post,0.1
llama3-8b,memit,counterfact,15471,specificity,diff,post,-0.13441549797438382
llama3-8b,memit,counterfact,15471,specificity,acc,post,0.1
llama3-8b,memit,counterfact,15471,target_close_neighbour,success,post,1.0
llama3-8b,memit,counterfact,15471,target_close_neighbour,diff,post,0.30629936970519106
llama3-8b,memit,counterfact,15471,target_close_neighbour,acc,post,0.3
llama3-8b,memit,counterfact,4190,efficacy,success,pre,0.0
llama3-8b,memit,counterfact,4190,efficacy,diff,pre,-0.00022705900092201566
llama3-8b,memit,counterfact,4190,efficacy,acc,pre,0.0
llama3-8b,memit,counterfact,4190,generalisation,success,pre,0.0
llama3-8b,memit,counterfact,4190,generalisation,diff,pre,-0.007124696624437538
llama3-8b,memit,counterfact,4190,generalisation,acc,pre,0.0
llama3-8b,memit,counterfact,4190,specificity,success,pre,0.2
llama3-8b,memit,counterfact,4190,specificity,diff,pre,-0.012983911497050823
llama3-8b,memit,counterfact,4190,specificity,acc,pre,0.0
llama3-8b,memit,counterfact,4190,target_close_neighbour,success,pre,0.8
llama3-8b,memit,counterfact,4190,target_close_neighbour,diff,pre,0.017374404549024988
llama3-8b,memit,counterfact,4190,target_close_neighbour,acc,pre,0.0
llama3-8b,memit,counterfact,4190,efficacy,success,post,1.0
llama3-8b,memit,counterfact,4190,efficacy,diff,post,0.9987071683399814
llama3-8b,memit,counterfact,4190,efficacy,acc,post,1.0
llama3-8b,memit,counterfact,4190,generalisation,success,post,0.0
llama3-8b,memit,counterfact,4190,generalisation,diff,post,-0.01398120564719677
llama3-8b,memit,counterfact,4190,generalisation,acc,post,0.0
llama3-8b,memit,counterfact,4190,specificity,success,post,0.2
llama3-8b,memit,counterfact,4190,specificity,diff,post,-0.0141092519969989
llama3-8b,memit,counterfact,4190,specificity,acc,post,0.0
llama3-8b,memit,counterfact,4190,target_close_neighbour,success,post,0.8
llama3-8b,memit,counterfact,4190,target_close_neighbour,diff,post,0.01801246087637771
llama3-8b,memit,counterfact,4190,target_close_neighbour,acc,post,0.0
llama3-8b,memit,counterfact,2414,efficacy,success,pre,0.0
llama3-8b,memit,counterfact,2414,efficacy,diff,pre,-4.509402744198303e-05
llama3-8b,memit,counterfact,2414,efficacy,acc,pre,0.0
llama3-8b,memit,counterfact,2414,generalisation,success,pre,0.0
llama3-8b,memit,counterfact,2414,generalisation,diff,pre,-0.0004828513395791846
llama3-8b,memit,counterfact,2414,generalisation,acc,pre,0.0
llama3-8b,memit,counterfact,2414,specificity,success,pre,0.0
llama3-8b,memit,counterfact,2414,specificity,diff,pre,-0.001684303366971816
llama3-8b,memit,counterfact,2414,specificity,acc,pre,0.0
llama3-8b,memit,counterfact,2414,target_close_neighbour,success,pre,1.0
llama3-8b,memit,counterfact,2414,target_close_neighbour,diff,pre,0.0013511752216636053
llama3-8b,memit,counterfact,2414,target_close_neighbour,acc,pre,0.0
llama3-8b,memit,counterfact,2414,efficacy,success,post,1.0
llama3-8b,memit,counterfact,2414,efficacy,diff,post,0.9992335397147196
llama3-8b,memit,counterfact,2414,efficacy,acc,post,1.0
llama3-8b,memit,counterfact,2414,generalisation,success,post,1.0
llama3-8b,memit,counterfact,2414,generalisation,diff,post,0.0014526561965125086
llama3-8b,memit,counterfact,2414,generalisation,acc,post,0.0
llama3-8b,memit,counterfact,2414,specificity,success,post,0.0
llama3-8b,memit,counterfact,2414,specificity,diff,post,-0.0019107629687458861
llama3-8b,memit,counterfact,2414,specificity,acc,post,0.0
llama3-8b,memit,counterfact,2414,target_close_neighbour,success,post,1.0
llama3-8b,memit,counterfact,2414,target_close_neighbour,diff,post,0.0013553597374583687
llama3-8b,memit,counterfact,2414,target_close_neighbour,acc,post,0.0
llama3-8b,memit,genie,narrative_location_456,efficacy,success,pre,0.0
llama3-8b,memit,genie,narrative_location_456,efficacy,diff,pre,-0.08049360607663233
llama3-8b,memit,genie,narrative_location_456,efficacy,acc,pre,0.3333333333333333
llama3-8b,memit,genie,narrative_location_456,paraphrase_1,success,pre,0.0
llama3-8b,memit,genie,narrative_location_456,paraphrase_1,diff,pre,-0.15969041131720813
llama3-8b,memit,genie,narrative_location_456,paraphrase_1,acc,pre,0.5
llama3-8b,memit,genie,narrative_location_456,paraphrase_2,success,pre,0.0
llama3-8b,memit,genie,narrative_location_456,paraphrase_2,diff,pre,-0.1375444092252735
llama3-8b,memit,genie,narrative_location_456,paraphrase_2,acc,pre,0.3333333333333333
llama3-8b,memit,genie,narrative_location_456,paraphrase_3,success,pre,1.0
llama3-8b,memit,genie,narrative_location_456,paraphrase_3,diff,pre,0.014269455807106191
llama3-8b,memit,genie,narrative_location_456,paraphrase_3,acc,pre,0.3333333333333333
llama3-8b,memit,genie,narrative_location_456,abstract_1,success,pre,1.0
llama3-8b,memit,genie,narrative_location_456,abstract_1,diff,pre,0.005625066259197897
llama3-8b,memit,genie,narrative_location_456,abstract_1,acc,pre,1.0
llama3-8b,memit,genie,narrative_location_456,abstract_2,hit,pre,0.0
llama3-8b,memit,genie,narrative_location_456,abstract_3,hit,pre,0.0
llama3-8b,memit,genie,narrative_location_456,efficacy,success,post,1.0
llama3-8b,memit,genie,narrative_location_456,efficacy,diff,post,0.9967177563053543
llama3-8b,memit,genie,narrative_location_456,efficacy,acc,post,1.0
llama3-8b,memit,genie,narrative_location_456,paraphrase_1,success,post,1.0
llama3-8b,memit,genie,narrative_location_456,paraphrase_1,diff,post,0.9228923924344358
llama3-8b,memit,genie,narrative_location_456,paraphrase_1,acc,post,1.0
llama3-8b,memit,genie,narrative_location_456,paraphrase_2,success,post,1.0
llama3-8b,memit,genie,narrative_location_456,paraphrase_2,diff,post,0.8946945626729361
llama3-8b,memit,genie,narrative_location_456,paraphrase_2,acc,post,1.0
llama3-8b,memit,genie,narrative_location_456,paraphrase_3,success,post,1.0
llama3-8b,memit,genie,narrative_location_456,paraphrase_3,diff,post,0.5259299279846168
llama3-8b,memit,genie,narrative_location_456,paraphrase_3,acc,post,0.8333333333333334
llama3-8b,memit,genie,narrative_location_456,abstract_1,success,post,1.0
llama3-8b,memit,genie,narrative_location_456,abstract_1,diff,post,0.015340298975613564
llama3-8b,memit,genie,narrative_location_456,abstract_1,acc,post,1.0
llama3-8b,memit,genie,narrative_location_456,abstract_2,hit,post,1.0
llama3-8b,memit,genie,narrative_location_456,abstract_3,hit,post,0.0
llama3-8b,memit,genie,composer_4080,efficacy,success,pre,0.0
